record_id,month,month_name,department,employee_count,gross_wages,fica_medicare_tax,futa_tax,suta_tax,total_payroll_taxes,health_insurance,retirement_401k_match,life_insurance,disability_insurance,total_benefits,bonus_accrual,vacation_accrual,workers_comp_insurance,total_compensation_cost,avg_cost_per_employee
PL-000293,2024-03,March 2024,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,2832.4,909.74,195.47,127.57,4065.17,134.76,2230.47,424.55,37788.74,7557.75
PL-000294,2024-03,March 2024,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,3984.23,1935.36,358.11,138.36,6416.06,178.83,3433.61,1006.15,58654.48,7331.81
PL-000295,2024-03,March 2024,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,1883.6,954.45,154.79,77.8,3070.64,169.11,1764.57,447.65,29924.41,7481.1
PL-000296,2024-03,March 2024,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,3338.05,1852.55,213.3,186.06,5589.96,445.05,3118.63,1263.48,53668.66,7666.95
PL-000297,2024-03,March 2024,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,2497.12,739.6,124.51,78.51,3439.74,216.77,1691.89,497.49,29310.32,7327.58
PL-000298,2024-03,March 2024,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,6869.56,2816.76,482.28,353.01,10521.61,544.84,6153.53,1852.52,104414.31,7458.17
PL-000299,2024-03,March 2024,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,7294.5,3276.89,507.04,243.17,11321.6,967.19,5046.22,1334.42,88654.14,7387.84
PL-000300,2024-03,March 2024,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,6822.16,2704.6,357.26,215.43,10099.45,674.17,4940.48,1616.08,85848.49,7154.04
PL-000301,2024-04,April 2024,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,1958.56,719.87,158.45,71.17,2908.05,267.88,1703.08,580.01,29078.55,7269.64
PL-000302,2024-04,April 2024,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,1259.19,431.47,72.51,53.23,1816.4,88.82,852.66,335.01,14918.25,7459.12
PL-000303,2024-04,April 2024,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,2941.27,1472.01,243.23,113.21,4769.71,134.76,2230.47,940.52,39009.26,7801.85
PL-000304,2024-04,April 2024,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,5139.63,1651.69,233.53,184.21,7209.07,178.83,3433.61,764.08,59205.41,7400.68
PL-000305,2024-04,April 2024,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,2370.67,1024.46,124.39,67.18,3586.7,169.11,1764.57,627.55,30620.37,7655.09
PL-000306,2024-04,April 2024,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,3973.48,1315.72,343.72,187.98,5820.9,445.05,3118.63,598.54,53234.66,7604.95
PL-000307,2024-04,April 2024,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,2540.82,1179.35,197.2,81.11,3998.48,216.77,1691.89,364.76,29736.33,7434.08
PL-000308,2024-04,April 2024,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,8831.36,2889.47,501.57,291.33,12513.74,544.84,6153.53,2047.63,106601.55,7614.4
PL-000309,2024-04,April 2024,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,5615.44,3539.32,465.4,339.96,9960.13,967.19,5046.22,1394.97,87353.21,7279.43
PL-000310,2024-04,April 2024,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,5908.67,2510.75,563.82,211.81,9195.05,674.17,4940.48,1580.92,84908.93,7075.74
PL-000311,2024-05,May 2024,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,1869.59,847.11,104.02,93.19,2913.91,267.88,1703.08,439.35,28943.75,7235.94
PL-000312,2024-05,May 2024,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,1017.96,356.85,54.32,53.38,1482.51,88.82,852.66,222.14,14471.48,7235.74
PL-000313,2024-05,May 2024,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,2438.57,1429.96,171.4,84.3,4124.24,134.76,2230.47,860.59,38283.85,7656.77
PL-000314,2024-05,May 2024,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,4086.6,1828.77,270.71,128.6,6314.69,178.83,3433.61,837.61,58384.57,7298.07
PL-000315,2024-05,May 2024,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,2022.08,978.8,167.89,119.07,3287.83,169.11,1764.57,621.57,30315.52,7578.88
PL-000316,2024-05,May 2024,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,3302.32,2095.01,296.34,202.43,5896.1,445.05,3118.63,922.69,53634.01,7662.0
PL-000317,2024-05,May 2024,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,2061.69,1108.75,131.9,90.76,3393.11,216.77,1691.89,521.8,29288.0,7322.0
PL-000318,2024-05,May 2024,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,6351.5,2897.93,475.6,401.36,10126.39,544.84,6153.53,2405.53,104572.1,7469.44
PL-000319,2024-05,May 2024,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,7528.94,2170.35,495.76,348.03,10543.08,967.19,5046.22,971.53,87512.73,7292.73
PL-000320,2024-05,May 2024,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,7495.54,1919.82,474.81,340.08,10230.25,674.17,4940.48,1998.34,86361.54,7196.8
PL-000321,2024-06,June 2024,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,2537.62,915.95,173.53,71.66,3698.77,267.88,1703.08,463.01,29752.28,7438.07
PL-000322,2024-06,June 2024,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,1056.63,614.62,93.88,33.4,1798.52,88.82,852.66,182.42,14747.77,7373.89
PL-000323,2024-06,June 2024,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,2589.89,942.5,175.68,97.95,3806.01,134.76,2230.47,759.11,37864.14,7572.83
PL-000324,2024-06,June 2024,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,4040.52,2042.1,238.65,202.28,6523.56,178.83,3433.61,664.58,58420.4,7302.55
PL-000325,2024-06,June 2024,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,2502.11,1223.31,168.25,74.47,3968.14,169.11,1764.57,466.67,30840.93,7710.23
PL-000326,2024-06,June 2024,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,3200.36,1626.08,177.49,177.54,5181.47,445.05,3118.63,830.18,52826.86,7546.69
PL-000327,2024-06,June 2024,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,2206.59,1156.65,103.72,100.26,3567.23,216.77,1691.89,536.77,29477.08,7369.27
PL-000328,2024-06,June 2024,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,7221.97,3790.44,629.45,213.01,11854.87,544.84,6153.53,1889.71,105784.76,7556.05
PL-000329,2024-06,June 2024,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,6945.63,2250.82,323.19,244.64,9764.28,967.19,5046.22,1954.25,87716.65,7309.72
PL-000330,2024-06,June 2024,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,5833.09,2337.09,565.31,229.44,8964.93,674.17,4940.48,2057.43,85155.31,7096.28
PL-000331,2024-07,July 2024,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,2044.53,791.15,120.5,60.92,3017.09,267.88,1703.08,381.74,28989.33,7247.33
PL-000332,2024-07,July 2024,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,1106.74,349.49,93.27,31.0,1580.5,88.82,852.66,203.99,14551.32,7275.66
PL-000333,2024-07,July 2024,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,2375.99,1364.34,166.23,80.77,3987.32,134.76,2230.47,425.43,37711.78,7542.36
PL-000334,2024-07,July 2024,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,4913.84,2399.45,318.67,193.87,7825.82,178.83,3433.61,1494.06,60552.15,7569.02
PL-000335,2024-07,July 2024,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,2508.4,979.89,132.06,83.5,3703.85,169.11,1764.57,533.52,30643.49,7660.87
PL-000336,2024-07,July 2024,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,3798.23,2326.05,177.07,180.26,6481.61,445.05,3118.63,1091.38,54388.21,7769.74
PL-000337,2024-07,July 2024,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,2061.3,1179.13,140.34,68.14,3448.92,216.77,1691.89,611.43,29433.43,7358.36
PL-000338,2024-07,July 2024,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,8835.08,3414.17,586.42,386.31,13221.98,544.84,6153.53,2066.12,107328.28,7666.31
PL-000339,2024-07,July 2024,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,5434.97,2736.28,474.16,227.15,8872.56,967.19,5046.22,1786.31,86656.99,7221.42
PL-000340,2024-07,July 2024,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,7649.8,2312.3,511.05,265.05,10738.2,674.17,4940.48,1449.24,86320.39,7193.37
PL-000341,2024-08,August 2024,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,1932.88,708.61,107.06,101.97,2850.52,267.88,1703.08,403.5,28844.52,7211.13
PL-000342,2024-08,August 2024,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,1147.0,556.4,95.23,31.7,1830.34,88.82,852.66,305.7,14902.87,7451.43
PL-000343,2024-08,August 2024,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,2793.48,1531.24,187.47,109.31,4621.5,134.76,2230.47,683.44,38603.97,7720.79
PL-000344,2024-08,August 2024,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,5136.4,2101.95,344.76,137.2,7720.31,178.83,3433.61,1134.78,60087.35,7510.92
PL-000345,2024-08,August 2024,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,2404.26,679.74,108.66,113.59,3306.25,169.11,1764.57,379.85,30092.22,7523.05
PL-000346,2024-08,August 2024,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,4529.41,2084.87,265.59,198.28,7078.14,445.05,3118.63,693.62,54586.98,7798.14
PL-000347,2024-08,August 2024,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,2586.15,1014.5,163.76,117.6,3882.0,216.77,1691.89,337.9,29592.99,7398.25
PL-000348,2024-08,August 2024,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,7511.73,2827.31,468.97,287.04,11095.04,544.84,6153.53,1165.95,104301.17,7450.08
PL-000349,2024-08,August 2024,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,7280.67,2690.73,387.81,184.64,10543.84,967.19,5046.22,1469.45,88011.41,7334.28
PL-000350,2024-08,August 2024,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,7511.8,2666.47,534.15,269.08,10981.51,674.17,4940.48,2077.44,87191.9,7265.99
PL-000351,2024-09,September 2024,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,1932.75,1267.86,186.44,117.38,3504.44,267.88,1703.08,549.64,29644.57,7411.14
PL-000352,2024-09,September 2024,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,1269.26,391.66,80.86,37.35,1779.13,88.82,852.66,318.85,14864.81,7432.41
PL-000353,2024-09,September 2024,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,2502.54,1200.08,154.75,142.1,3999.47,134.76,2230.47,891.05,38189.54,7637.91
PL-000354,2024-09,September 2024,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,4941.23,1607.14,241.18,122.52,6912.07,178.83,3433.61,993.83,59138.17,7392.27
PL-000355,2024-09,September 2024,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,2001.35,972.01,127.08,76.69,3177.14,169.11,1764.57,615.93,30199.18,7549.8
PL-000356,2024-09,September 2024,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,4540.03,2212.23,257.41,145.68,7155.34,445.05,3118.63,1326.51,55297.07,7899.58
PL-000357,2024-09,September 2024,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,2378.45,1244.42,117.45,91.38,3831.7,216.77,1691.89,596.84,29801.62,7450.41
PL-000358,2024-09,September 2024,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,8368.12,3332.99,594.44,325.95,12621.49,544.84,6153.53,2229.61,106891.29,7635.09
PL-000359,2024-09,September 2024,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,6259.74,2790.34,432.06,230.22,9712.36,967.19,5046.22,1987.23,87697.71,7308.14
PL-000360,2024-09,September 2024,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,6000.42,3248.41,495.76,355.31,10099.91,674.17,4940.48,1692.13,85924.99,7160.42
PL-000361,2024-10,October 2024,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,2164.76,921.33,110.08,111.52,3307.69,267.88,1703.08,461.02,29359.21,7339.8
PL-000362,2024-10,October 2024,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,1048.61,380.68,51.03,35.16,1515.48,88.82,852.66,225.12,14507.43,7253.72
PL-000363,2024-10,October 2024,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,2569.38,913.03,173.44,140.29,3796.13,134.76,2230.47,653.42,37748.58,7549.72
PL-000364,2024-10,October 2024,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,4099.65,1864.98,347.49,205.12,6517.23,178.83,3433.61,718.12,58467.63,7308.45
PL-000365,2024-10,October 2024,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,1955.79,1023.02,172.23,87.44,3238.48,169.11,1764.57,729.89,30374.49,7593.62
PL-000366,2024-10,October 2024,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,4321.7,2293.44,240.1,107.57,6962.8,445.05,3118.63,917.8,54695.81,7813.69
PL-000367,2024-10,October 2024,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,2084.05,731.59,115.41,71.65,3002.71,216.77,1691.89,675.32,29051.11,7262.78
PL-000368,2024-10,October 2024,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,8368.52,2711.02,470.53,408.44,11958.52,544.84,6153.53,1522.69,105521.4,7537.24
PL-000369,2024-10,October 2024,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,6063.52,3509.35,407.49,194.54,10174.89,967.19,5046.22,1257.56,87430.56,7285.88
PL-000370,2024-10,October 2024,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,7112.95,3582.47,302.61,206.98,11205.02,674.17,4940.48,1926.02,87263.99,7272.0
PL-000371,2024-11,November 2024,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,2528.37,937.48,178.58,115.08,3759.51,267.88,1703.08,700.22,30050.22,7512.56
PL-000372,2024-11,November 2024,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,1283.63,440.97,91.7,44.08,1860.38,88.82,852.66,164.53,14791.74,7395.87
PL-000373,2024-11,November 2024,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,2290.43,884.41,206.25,96.8,3477.89,134.76,2230.47,721.72,37498.63,7499.73
PL-000374,2024-11,November 2024,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,4391.2,2386.13,271.53,157.62,7206.47,178.83,3433.61,1139.91,59578.65,7447.33
PL-000375,2024-11,November 2024,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,1812.42,1282.01,129.04,70.48,3293.96,169.11,1764.57,638.05,30338.12,7584.53
PL-000376,2024-11,November 2024,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,4249.74,1619.3,312.31,111.66,6293.01,445.05,3118.63,1306.31,54414.53,7773.5
PL-000377,2024-11,November 2024,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,1910.99,816.52,135.02,107.98,2970.52,216.77,1691.89,603.34,28946.94,7236.73
PL-000378,2024-11,November 2024,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,7199.76,2542.68,492.12,354.64,10589.2,544.84,6153.53,2233.05,104862.43,7490.17
PL-000379,2024-11,November 2024,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,7490.59,1913.26,383.49,260.69,10048.04,967.19,5046.22,1141.3,87187.45,7265.62
PL-000380,2024-11,November 2024,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,6675.67,3139.2,424.43,231.34,10470.65,674.17,4940.48,1195.3,85798.91,7149.91
PL-000381,2024-12,December 2024,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,2537.17,794.65,108.63,80.23,3520.69,267.88,1703.08,722.89,29834.07,7458.52
PL-000382,2024-12,December 2024,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,1218.71,498.54,77.58,43.1,1837.94,88.82,852.66,232.99,14837.77,7418.88
PL-000383,2024-12,December 2024,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,2855.79,1453.47,166.34,97.09,4572.69,134.76,2230.47,659.07,38530.79,7706.16
PL-000384,2024-12,December 2024,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,3796.25,2509.58,299.07,120.13,6725.03,178.83,3433.61,1474.22,59431.52,7428.94
PL-000385,2024-12,December 2024,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,1918.12,762.4,196.56,99.41,2976.49,169.11,1764.57,379.67,29762.28,7440.57
PL-000386,2024-12,December 2024,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,3433.71,1374.07,190.62,123.03,5121.43,445.05,3118.63,827.98,52764.62,7537.8
PL-000387,2024-12,December 2024,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,1918.6,866.93,134.58,72.89,2993.0,216.77,1691.89,664.43,29030.51,7257.63
PL-000388,2024-12,December 2024,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,6517.66,2493.18,517.67,258.06,9786.56,544.84,6153.53,2165.19,103991.94,7428.0
PL-000389,2024-12,December 2024,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,7502.65,2812.24,355.1,354.03,11024.02,967.19,5046.22,1222.96,88245.09,7353.76
PL-000390,2024-12,December 2024,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,6242.71,2512.74,483.64,218.67,9457.77,674.17,4940.48,1001.1,84591.82,7049.32
PL-000391,2025-01,January 2025,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,2596.52,826.51,165.62,83.71,3672.36,267.88,1703.08,371.93,29634.78,7408.7
PL-000392,2025-01,January 2025,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,1135.73,430.57,66.67,39.98,1672.95,88.82,852.66,182.91,14622.69,7311.35
PL-000393,2025-01,January 2025,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,2742.3,978.08,235.78,136.58,4092.73,134.76,2230.47,594.41,37986.17,7597.23
PL-000394,2025-01,January 2025,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,4595.23,2300.54,247.49,172.0,7315.26,178.83,3433.61,1143.71,59691.24,7461.41
PL-000395,2025-01,January 2025,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,2256.55,1197.25,108.5,99.37,3661.67,169.11,1764.57,471.55,30539.34,7634.84
PL-000396,2025-01,January 2025,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,4388.08,1969.38,333.93,180.71,6872.11,445.05,3118.63,806.75,54494.08,7784.87
PL-000397,2025-01,January 2025,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,2581.45,691.09,198.55,89.01,3560.1,216.77,1691.89,319.29,29252.47,7313.12
PL-000398,2025-01,January 2025,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,6380.11,4512.56,568.62,413.38,11874.66,544.84,6153.53,2035.44,105950.29,7567.88
PL-000399,2025-01,January 2025,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,6683.8,3736.55,408.97,343.41,11172.73,967.19,5046.22,1125.71,88296.55,7358.05
PL-000400,2025-01,January 2025,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,6874.01,2660.05,415.76,286.86,10236.67,674.17,4940.48,1886.76,86256.39,7188.03
PL-000401,2025-02,February 2025,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,2336.01,1227.44,168.66,82.05,3814.16,267.88,1703.08,467.55,29872.21,7468.05
PL-000402,2025-02,February 2025,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,1291.79,340.13,50.81,54.13,1736.86,88.82,852.66,209.29,14712.98,7356.49
PL-000403,2025-02,February 2025,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,2934.74,1632.66,142.47,145.92,4855.79,134.76,2230.47,960.14,39114.95,7822.99
PL-000404,2025-02,February 2025,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,4318.11,2326.16,373.8,205.35,7223.42,178.83,3433.61,691.09,59146.77,7393.35
PL-000405,2025-02,February 2025,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,2430.92,1081.96,128.5,91.21,3732.6,169.11,1764.57,592.3,30731.02,7682.75
PL-000406,2025-02,February 2025,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,4357.84,1743.3,215.93,180.76,6497.84,445.05,3118.63,710.06,54023.11,7717.59
PL-000407,2025-02,February 2025,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,2401.71,732.38,127.77,62.61,3324.47,216.77,1691.89,429.35,29126.9,7281.73
PL-000408,2025-02,February 2025,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,8400.09,3745.31,593.12,236.55,12975.08,544.84,6153.53,1475.22,106490.48,7606.46
PL-000409,2025-02,February 2025,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,7583.72,3003.38,307.77,275.36,11170.24,967.19,5046.22,1162.66,88331.01,7360.92
PL-000410,2025-02,February 2025,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,7442.06,2459.14,424.64,212.97,10538.82,674.17,4940.48,1252.25,85924.03,7160.34
PL-000411,2025-03,March 2025,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,2004.02,965.14,121.87,111.44,3202.47,267.88,1703.08,521.68,29314.65,7328.66
PL-000412,2025-03,March 2025,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,922.0,528.46,76.24,49.81,1576.5,88.82,852.66,312.64,14655.97,7327.99
PL-000413,2025-03,March 2025,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,2884.19,1280.77,213.01,141.97,4519.95,134.76,2230.47,750.88,38569.85,7713.97
PL-000414,2025-03,March 2025,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,5080.22,1865.09,315.91,208.1,7469.32,178.83,3433.61,873.13,59574.71,7446.84
PL-000415,2025-03,March 2025,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,2482.24,859.69,198.9,62.16,3602.99,169.11,1764.57,361.75,30370.87,7592.72
PL-000416,2025-03,March 2025,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,3387.86,1354.46,278.84,194.54,5215.7,445.05,3118.63,610.79,52641.7,7520.24
PL-000417,2025-03,March 2025,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,2045.95,802.42,124.37,114.18,3086.92,216.77,1691.89,503.16,28963.16,7240.79
PL-000418,2025-03,March 2025,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,8107.36,4488.18,665.55,319.75,13580.84,544.84,6153.53,2093.32,107714.35,7693.88
PL-000419,2025-03,March 2025,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,6104.58,2847.29,401.17,331.33,9684.37,967.19,5046.22,1348.02,87030.51,7252.54
PL-000420,2025-03,March 2025,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,5556.29,2631.62,449.44,277.84,8915.19,674.17,4940.48,2049.26,85097.41,7091.45
PL-000421,2025-04,April 2025,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,1892.62,1185.52,115.3,68.31,3261.76,267.88,1703.08,395.3,29247.56,7311.89
PL-000422,2025-04,April 2025,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,949.73,529.95,81.19,47.3,1608.17,88.82,852.66,248.52,14623.52,7311.76
PL-000423,2025-04,April 2025,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,3198.06,868.91,233.29,120.84,4421.1,134.76,2230.47,500.76,38220.89,7644.18
PL-000424,2025-04,April 2025,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,4446.28,1381.72,351.76,144.24,6324.0,178.83,3433.61,1395.76,58952.03,7369.0
PL-000425,2025-04,April 2025,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,2084.42,664.99,184.8,101.51,3035.72,169.11,1764.57,369.87,29811.71,7452.93
PL-000426,2025-04,April 2025,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,3998.46,1701.29,330.07,176.86,6206.67,445.05,3118.63,1279.45,54301.34,7757.33
PL-000427,2025-04,April 2025,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,2152.77,991.26,194.39,82.17,3420.59,216.77,1691.89,658.81,29452.49,7363.12
PL-000428,2025-04,April 2025,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,6987.91,2826.8,523.5,384.07,10722.28,544.84,6153.53,2251.55,105014.02,7501.0
PL-000429,2025-04,April 2025,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,6260.77,3417.45,444.98,222.94,10346.14,967.19,5046.22,1577.79,87922.04,7326.84
PL-000430,2025-04,April 2025,Legal & Compliance,12,61756.02,4724.34,370.54,1667.41,6762.28,6459.04,3634.01,474.85,222.66,10790.56,674.17,4940.48,2105.41,87028.92,7252.41
PL-000431,2025-05,May 2025,Executive Leadership,4,21288.45,1628.57,127.73,574.79,2331.09,1841.67,1171.43,134.75,118.68,3266.53,267.88,1703.08,459.42,29316.45,7329.11
PL-000432,2025-05,May 2025,Human Resources,2,10658.27,815.36,63.95,287.77,1167.08,1031.04,519.95,55.69,49.44,1656.12,88.82,852.66,316.87,14739.82,7369.91
PL-000433,2025-05,May 2025,Sales & Marketing,5,27880.85,2132.88,167.29,752.78,3052.95,2886.98,1179.61,244.95,104.37,4415.92,134.76,2230.47,803.63,38518.57,7703.71
PL-000434,2025-05,May 2025,Product Development,8,42920.08,3283.39,257.52,1158.84,4699.75,3838.53,2165.25,319.29,230.99,6554.06,178.83,3433.61,647.01,58433.33,7304.17
PL-000435,2025-05,May 2025,Manufacturing,4,22057.18,1687.37,132.34,595.54,2415.26,2514.8,804.65,147.49,69.73,3536.66,169.11,1764.57,341.22,30284.0,7571.0
PL-000436,2025-05,May 2025,Quality Assurance,7,38982.9,2982.19,233.9,1052.54,4268.63,3632.7,2280.98,341.08,139.55,6394.32,445.05,3118.63,912.97,54122.5,7731.79
PL-000437,2025-05,May 2025,Customer Service,4,21148.64,1617.87,126.89,571.01,2315.78,2398.35,1009.53,131.35,114.96,3654.19,216.77,1691.89,523.09,29550.37,7387.59
PL-000438,2025-05,May 2025,Finance,14,76919.16,5884.32,461.51,2076.82,8422.65,8515.65,3911.94,411.9,301.05,13140.55,544.84,6153.53,1848.15,107028.88,7644.92
PL-000439,2025-05,May 2025,IT & Systems,12,63077.7,4825.44,378.47,1703.1,6907.01,6833.42,3277.32,389.28,345.1,10845.12,967.19,5046.22,2154.31,88997.55,7416.46
