order_item_id,order_id,product_sku,product_name,quantity,unit_price,line_total,discount_applied
ITEM101620,ORD100450,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM101621,ORD100450,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM101622,ORD100450,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM101623,ORD100450,RBX-COM-1013,High-Precision Gripper,3,2687,8061,0
ITEM101624,ORD100450,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM101625,ORD100451,RBX-SOF-1018,Fleet Management Platform,4,1872,7488,0
ITEM101626,ORD100451,RBX-COM-1014,Vision System Pro,5,2111,10555,0
ITEM101627,ORD100452,RBX-COM-1012,6-Axis Force Sensor,4,4577,18308,0
ITEM101628,ORD100452,RBX-SOF-1017,RobotOS Control Suite,4,1851,7404,0
ITEM101629,ORD100452,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM101630,ORD100453,RBX-COM-1014,Vision System Pro,4,2111,8444,0
ITEM101631,ORD100453,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM101632,ORD100453,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM101633,ORD100453,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM101634,ORD100453,RBX-SOF-1018,Fleet Management Platform,3,1872,5616,0
ITEM101635,ORD100453,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM101636,ORD100453,RBX-SOF-1020,Predictive Maintenance AI,4,734,2936,0
ITEM101637,ORD100454,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM101638,ORD100455,RBX-SOF-1017,RobotOS Control Suite,3,1851,5553,0
ITEM101639,ORD100455,RBX-COM-1012,6-Axis Force Sensor,4,4577,18308,0
ITEM101640,ORD100456,RBX-COL-1004,CoBot Assistant 5kg,1,32449,32449,0
ITEM101641,ORD100456,RBX-SOF-1019,Simulation & Programming Tool,1,1719,1719,0
ITEM101642,ORD100456,RBX-SOF-1017,RobotOS Control Suite,1,1851,1851,0
ITEM101643,ORD100457,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM101644,ORD100457,RBX-IND-1002,HighSpeed Assembly Robot,1,42622,42622,0
ITEM101645,ORD100457,RBX-COM-1016,Safety Scanner System,5,2494,12470,0
ITEM101646,ORD100457,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM101647,ORD100457,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM101648,ORD100457,RBX-SOF-1017,RobotOS Control Suite,1,1851,1851,0
ITEM101649,ORD100457,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM101650,ORD100458,RBX-COM-1015,End-Effector Kit,5,3144,15720,0
ITEM101651,ORD100458,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM101652,ORD100458,RBX-SOF-1019,Simulation & Programming Tool,3,1719,5157,0
ITEM101653,ORD100458,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM101654,ORD100458,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM101655,ORD100458,RBX-COM-1014,Vision System Pro,4,2111,8444,0
ITEM101656,ORD100458,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM101657,ORD100458,RBX-SOF-1020,Predictive Maintenance AI,3,734,2202,0
ITEM101658,ORD100459,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM101659,ORD100459,RBX-COM-1016,Safety Scanner System,1,2494,2494,0
ITEM101660,ORD100459,RBX-COM-1014,Vision System Pro,5,2111,10555,0
ITEM101661,ORD100459,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM101662,ORD100459,RBX-IND-1003,Welding Robot Pro,1,29253,29253,0
ITEM101663,ORD100459,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM101664,ORD100459,RBX-MOB-1011,Inspection Rover,1,23455,23455,0
ITEM101665,ORD100460,RBX-COM-1014,Vision System Pro,3,2111,6333,0
ITEM101666,ORD100460,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM101667,ORD100461,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM101668,ORD100461,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM101669,ORD100462,RBX-COM-1013,High-Precision Gripper,4,2687,10748,0
ITEM101670,ORD100462,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM101671,ORD100463,RBX-SOF-1018,Fleet Management Platform,5,1872,9360,0
ITEM101672,ORD100463,RBX-IND-1002,HighSpeed Assembly Robot,1,42622,42622,0
ITEM101673,ORD100463,RBX-SOF-1020,Predictive Maintenance AI,4,734,2936,0
ITEM101674,ORD100464,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM101675,ORD100464,RBX-SOF-1020,Predictive Maintenance AI,3,734,2202,0
ITEM101676,ORD100464,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM101677,ORD100464,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM101678,ORD100464,RBX-COM-1012,6-Axis Force Sensor,5,4577,22885,0
ITEM101679,ORD100465,RBX-COM-1013,High-Precision Gripper,2,2687,5374,0
ITEM101680,ORD100465,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM101681,ORD100465,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM101682,ORD100465,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM101683,ORD100466,RBX-SOF-1019,Simulation & Programming Tool,5,1719,8595,0
ITEM101684,ORD100467,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM101685,ORD100467,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM101686,ORD100468,RBX-COL-1004,CoBot Assistant 5kg,1,32449,32449,0
ITEM101687,ORD100468,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM101688,ORD100468,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM101689,ORD100469,RBX-COM-1015,End-Effector Kit,3,3144,9432,0
ITEM101690,ORD100469,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM101691,ORD100469,RBX-COM-1014,Vision System Pro,2,2111,4222,0
ITEM101692,ORD100469,RBX-MOB-1011,Inspection Rover,1,23455,23455,0
ITEM101693,ORD100470,RBX-SOF-1020,Predictive Maintenance AI,5,734,3670,0
ITEM101694,ORD100470,RBX-MOB-1011,Inspection Rover,1,23455,23455,0
ITEM101695,ORD100470,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM101696,ORD100471,RBX-COM-1014,Vision System Pro,4,2111,8444,0
ITEM101697,ORD100471,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM101698,ORD100472,RBX-COL-1004,CoBot Assistant 5kg,1,32449,32449,0
ITEM101699,ORD100472,RBX-MOB-1011,Inspection Rover,1,23455,23455,0
ITEM101700,ORD100473,RBX-COM-1015,End-Effector Kit,5,3144,15720,0
ITEM101701,ORD100473,RBX-SOF-1017,RobotOS Control Suite,2,1851,3702,0
ITEM101702,ORD100473,RBX-COL-1004,CoBot Assistant 5kg,1,32449,32449,0
ITEM101703,ORD100474,RBX-COM-1012,6-Axis Force Sensor,5,4577,22885,0
ITEM101704,ORD100474,RBX-SOF-1020,Predictive Maintenance AI,4,734,2936,0
ITEM101705,ORD100474,RBX-IND-1002,HighSpeed Assembly Robot,1,42622,42622,0
ITEM101706,ORD100475,RBX-MOB-1009,SmartCart AMR-1000,1,18747,18747,0
ITEM101707,ORD100475,RBX-COL-1004,CoBot Assistant 5kg,1,32449,32449,0
ITEM101708,ORD100476,RBX-SOF-1019,Simulation & Programming Tool,5,1719,8595,0
ITEM101709,ORD100477,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM101710,ORD100477,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM101711,ORD100477,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM101712,ORD100477,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM101713,ORD100477,RBX-SOF-1019,Simulation & Programming Tool,4,1719,6876,0
ITEM101714,ORD100477,RBX-MOB-1011,Inspection Rover,1,23455,23455,0
ITEM101715,ORD100478,RBX-SOF-1017,RobotOS Control Suite,3,1851,5553,0
ITEM101716,ORD100478,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM101717,ORD100479,RBX-IND-1002,HighSpeed Assembly Robot,1,42622,42622,0
ITEM101718,ORD100479,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM101719,ORD100480,RBX-COM-1014,Vision System Pro,3,2111,6333,0
ITEM101720,ORD100481,RBX-SOF-1019,Simulation & Programming Tool,1,1719,1719,0
ITEM101721,ORD100481,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM101722,ORD100481,RBX-SOF-1018,Fleet Management Platform,4,1872,7488,0
ITEM101723,ORD100482,RBX-IND-1002,HighSpeed Assembly Robot,1,42622,42622,0
ITEM101724,ORD100482,RBX-SOF-1020,Predictive Maintenance AI,4,734,2936,0
ITEM101725,ORD100482,RBX-COM-1015,End-Effector Kit,5,3144,15720,0
ITEM101726,ORD100482,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM101727,ORD100482,RBX-MOB-1011,Inspection Rover,1,23455,23455,0
ITEM101728,ORD100482,RBX-COM-1014,Vision System Pro,3,2111,6333,0
ITEM101729,ORD100482,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM101730,ORD100482,RBX-IND-1003,Welding Robot Pro,1,29253,29253,0
ITEM101731,ORD100483,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM101732,ORD100484,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM101733,ORD100484,RBX-SOF-1020,Predictive Maintenance AI,5,734,3670,0
ITEM101734,ORD100484,RBX-IND-1003,Welding Robot Pro,1,29253,29253,0
ITEM101735,ORD100485,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM101736,ORD100485,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM101737,ORD100486,RBX-MOB-1009,SmartCart AMR-1000,1,18747,18747,0
ITEM101738,ORD100486,RBX-SOF-1018,Fleet Management Platform,4,1872,7488,0
ITEM101739,ORD100486,RBX-SOF-1019,Simulation & Programming Tool,4,1719,6876,0
ITEM101740,ORD100486,RBX-COM-1013,High-Precision Gripper,3,2687,8061,0
ITEM101741,ORD100486,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM101742,ORD100487,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM101743,ORD100487,RBX-SOF-1018,Fleet Management Platform,2,1872,3744,0
ITEM101744,ORD100487,RBX-SOF-1020,Predictive Maintenance AI,5,734,3670,0
ITEM101745,ORD100488,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM101746,ORD100488,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM101747,ORD100488,RBX-SOF-1019,Simulation & Programming Tool,2,1719,3438,0
ITEM101748,ORD100489,RBX-COM-1015,End-Effector Kit,3,3144,9432,0
ITEM101749,ORD100490,RBX-IND-1002,HighSpeed Assembly Robot,1,42622,42622,0
ITEM101750,ORD100490,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM101751,ORD100490,RBX-MOB-1009,SmartCart AMR-1000,1,18747,18747,0
ITEM101752,ORD100491,RBX-MOB-1009,SmartCart AMR-1000,1,18747,18747,0
ITEM101753,ORD100491,RBX-COM-1012,6-Axis Force Sensor,5,4577,22885,0
ITEM101754,ORD100492,RBX-SOF-1019,Simulation & Programming Tool,4,1719,6876,0
ITEM101755,ORD100492,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM101756,ORD100492,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM101757,ORD100493,RBX-SOF-1017,RobotOS Control Suite,4,1851,7404,0
ITEM101758,ORD100493,RBX-COM-1012,6-Axis Force Sensor,3,4577,13731,0
ITEM101759,ORD100493,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM101760,ORD100493,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM101761,ORD100493,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM101762,ORD100493,RBX-COM-1015,End-Effector Kit,2,3144,6288,0
ITEM101763,ORD100494,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM101764,ORD100494,RBX-IND-1002,HighSpeed Assembly Robot,1,42622,42622,0
ITEM101765,ORD100494,RBX-COM-1012,6-Axis Force Sensor,4,4577,18308,0
ITEM101766,ORD100494,RBX-SOF-1020,Predictive Maintenance AI,1,734,734,0
ITEM101767,ORD100494,RBX-COM-1014,Vision System Pro,3,2111,6333,0
ITEM101768,ORD100494,RBX-MOB-1009,SmartCart AMR-1000,1,18747,18747,0
ITEM101769,ORD100495,RBX-MOB-1011,Inspection Rover,1,23455,23455,0
ITEM101770,ORD100495,RBX-COM-1014,Vision System Pro,4,2111,8444,0
ITEM101771,ORD100495,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM101772,ORD100495,RBX-SOF-1017,RobotOS Control Suite,3,1851,5553,0
ITEM101773,ORD100495,RBX-MOB-1009,SmartCart AMR-1000,1,18747,18747,0
ITEM101774,ORD100496,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM101775,ORD100496,RBX-COM-1013,High-Precision Gripper,5,2687,13435,0
ITEM101776,ORD100496,RBX-COM-1012,6-Axis Force Sensor,1,4577,4577,0
ITEM101777,ORD100496,RBX-COM-1014,Vision System Pro,5,2111,10555,0
ITEM101778,ORD100496,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM101779,ORD100496,RBX-SOF-1018,Fleet Management Platform,5,1872,9360,0
ITEM101780,ORD100497,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM101781,ORD100497,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM101782,ORD100497,RBX-SOF-1020,Predictive Maintenance AI,4,734,2936,0
ITEM101783,ORD100498,RBX-SOF-1019,Simulation & Programming Tool,4,1719,6876,0
ITEM101784,ORD100498,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM101785,ORD100499,RBX-COM-1016,Safety Scanner System,3,2494,7482,0
ITEM101786,ORD100499,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM101787,ORD100499,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM101788,ORD100500,RBX-COM-1013,High-Precision Gripper,2,2687,5374,0
ITEM101789,ORD100501,RBX-COM-1014,Vision System Pro,2,2111,4222,0
ITEM101790,ORD100501,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM101791,ORD100501,RBX-IND-1003,Welding Robot Pro,1,29253,29253,0
ITEM101792,ORD100502,RBX-COM-1012,6-Axis Force Sensor,3,4577,13731,0
ITEM101793,ORD100502,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM101794,ORD100502,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM101795,ORD100503,RBX-SOF-1020,Predictive Maintenance AI,3,734,2202,0
ITEM101796,ORD100504,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM101797,ORD100504,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM101798,ORD100504,RBX-COM-1015,End-Effector Kit,4,3144,12576,0
ITEM101799,ORD100505,RBX-MOB-1011,Inspection Rover,1,23455,23455,0
ITEM101800,ORD100505,RBX-COM-1012,6-Axis Force Sensor,1,4577,4577,0
ITEM101801,ORD100505,RBX-MOB-1009,SmartCart AMR-1000,1,18747,18747,0
ITEM101802,ORD100506,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM101803,ORD100506,RBX-COM-1014,Vision System Pro,5,2111,10555,0
ITEM101804,ORD100506,RBX-COM-1012,6-Axis Force Sensor,5,4577,22885,0
ITEM101805,ORD100506,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM101806,ORD100507,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM101807,ORD100507,RBX-SOF-1018,Fleet Management Platform,3,1872,5616,0
ITEM101808,ORD100507,RBX-COM-1015,End-Effector Kit,5,3144,15720,0
ITEM101809,ORD100507,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM101810,ORD100507,RBX-SOF-1020,Predictive Maintenance AI,4,734,2936,0
ITEM101811,ORD100507,RBX-COM-1014,Vision System Pro,2,2111,4222,0
ITEM101812,ORD100507,RBX-IND-1002,HighSpeed Assembly Robot,1,42622,42622,0
ITEM101813,ORD100507,RBX-SOF-1017,RobotOS Control Suite,1,1851,1851,0
ITEM101814,ORD100508,RBX-COM-1013,High-Precision Gripper,3,2687,8061,0
ITEM101815,ORD100508,RBX-COM-1016,Safety Scanner System,2,2494,4988,0
ITEM101816,ORD100508,RBX-MOB-1011,Inspection Rover,1,23455,23455,0
ITEM101817,ORD100508,RBX-COM-1012,6-Axis Force Sensor,5,4577,22885,0
ITEM101818,ORD100509,RBX-COM-1016,Safety Scanner System,5,2494,12470,0
ITEM101819,ORD100510,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM101820,ORD100510,RBX-SOF-1020,Predictive Maintenance AI,2,734,1468,0
ITEM101821,ORD100510,RBX-COL-1004,CoBot Assistant 5kg,1,32449,32449,0
ITEM101822,ORD100511,RBX-COM-1013,High-Precision Gripper,3,2687,8061,0
ITEM101823,ORD100511,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM101824,ORD100511,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM101825,ORD100512,RBX-SOF-1018,Fleet Management Platform,1,1872,1872,0
ITEM101826,ORD100512,RBX-MOB-1009,SmartCart AMR-1000,1,18747,18747,0
ITEM101827,ORD100512,RBX-COM-1013,High-Precision Gripper,1,2687,2687,0
ITEM101828,ORD100513,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM101829,ORD100513,RBX-MOB-1011,Inspection Rover,1,23455,23455,0
ITEM101830,ORD100513,RBX-SOF-1017,RobotOS Control Suite,5,1851,9255,0
ITEM101831,ORD100514,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM101832,ORD100514,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM101833,ORD100514,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM101834,ORD100515,RBX-SOF-1018,Fleet Management Platform,4,1872,7488,0
ITEM101835,ORD100515,RBX-SOF-1017,RobotOS Control Suite,4,1851,7404,0
ITEM101836,ORD100515,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM101837,ORD100516,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM101838,ORD100516,RBX-IND-1003,Welding Robot Pro,1,29253,29253,0
ITEM101839,ORD100516,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM101840,ORD100517,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM101841,ORD100517,RBX-MOB-1009,SmartCart AMR-1000,1,18747,18747,0
ITEM101842,ORD100517,RBX-MOB-1011,Inspection Rover,1,23455,23455,0
ITEM101843,ORD100517,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM101844,ORD100517,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM101845,ORD100517,RBX-COM-1016,Safety Scanner System,2,2494,4988,0
ITEM101846,ORD100517,RBX-SOF-1017,RobotOS Control Suite,1,1851,1851,0
ITEM101847,ORD100517,RBX-COL-1004,CoBot Assistant 5kg,1,32449,32449,0
ITEM101848,ORD100518,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM101849,ORD100518,RBX-IND-1003,Welding Robot Pro,1,29253,29253,0
ITEM101850,ORD100518,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM101851,ORD100518,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM101852,ORD100518,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM101853,ORD100518,RBX-COL-1004,CoBot Assistant 5kg,1,32449,32449,0
ITEM101854,ORD100519,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM101855,ORD100519,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM101856,ORD100520,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM101857,ORD100520,RBX-SOF-1017,RobotOS Control Suite,5,1851,9255,0
ITEM101858,ORD100520,RBX-MOB-1011,Inspection Rover,1,23455,23455,0
ITEM101859,ORD100521,RBX-COL-1004,CoBot Assistant 5kg,1,32449,32449,0
ITEM101860,ORD100521,RBX-SOF-1019,Simulation & Programming Tool,4,1719,6876,0
ITEM101861,ORD100521,RBX-SOF-1020,Predictive Maintenance AI,3,734,2202,0
ITEM101862,ORD100521,RBX-COM-1016,Safety Scanner System,5,2494,12470,0
ITEM101863,ORD100521,RBX-COM-1014,Vision System Pro,5,2111,10555,0
ITEM101864,ORD100521,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM101865,ORD100521,RBX-SOF-1018,Fleet Management Platform,5,1872,9360,0
ITEM101866,ORD100521,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM101867,ORD100522,RBX-COM-1014,Vision System Pro,3,2111,6333,0
ITEM101868,ORD100522,RBX-SOF-1017,RobotOS Control Suite,3,1851,5553,0
ITEM101869,ORD100522,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM101870,ORD100523,RBX-COM-1016,Safety Scanner System,2,2494,4988,0
ITEM101871,ORD100523,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM101872,ORD100524,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM101873,ORD100524,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM101874,ORD100524,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM101875,ORD100524,RBX-SOF-1018,Fleet Management Platform,1,1872,1872,0
ITEM101876,ORD100524,RBX-COM-1014,Vision System Pro,3,2111,6333,0
ITEM101877,ORD100524,RBX-IND-1002,HighSpeed Assembly Robot,1,42622,42622,0
ITEM101878,ORD100524,RBX-COM-1012,6-Axis Force Sensor,3,4577,13731,0
ITEM101879,ORD100525,RBX-MOB-1011,Inspection Rover,1,23455,23455,0
ITEM101880,ORD100525,RBX-SOF-1018,Fleet Management Platform,2,1872,3744,0
ITEM101881,ORD100525,RBX-IND-1002,HighSpeed Assembly Robot,1,42622,42622,0
ITEM101882,ORD100526,RBX-COM-1012,6-Axis Force Sensor,1,4577,4577,0
ITEM101883,ORD100526,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM101884,ORD100527,RBX-COM-1012,6-Axis Force Sensor,3,4577,13731,0
ITEM101885,ORD100527,RBX-SOF-1020,Predictive Maintenance AI,5,734,3670,0
ITEM101886,ORD100527,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM101887,ORD100527,RBX-MOB-1011,Inspection Rover,1,23455,23455,0
ITEM101888,ORD100527,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM101889,ORD100527,RBX-COM-1016,Safety Scanner System,2,2494,4988,0
ITEM101890,ORD100527,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM101891,ORD100528,RBX-COM-1015,End-Effector Kit,1,3144,3144,0
ITEM101892,ORD100528,RBX-COM-1014,Vision System Pro,5,2111,10555,0
ITEM101893,ORD100529,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM101894,ORD100530,RBX-IND-1003,Welding Robot Pro,1,29253,29253,0
ITEM101895,ORD100530,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM101896,ORD100530,RBX-COM-1014,Vision System Pro,1,2111,2111,0
ITEM101897,ORD100531,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM101898,ORD100531,RBX-SOF-1020,Predictive Maintenance AI,1,734,734,0
ITEM101899,ORD100531,RBX-SOF-1017,RobotOS Control Suite,5,1851,9255,0
ITEM101900,ORD100531,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM101901,ORD100531,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM101902,ORD100531,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM101903,ORD100531,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM101904,ORD100531,RBX-COM-1016,Safety Scanner System,5,2494,12470,0
ITEM101905,ORD100532,RBX-COM-1012,6-Axis Force Sensor,5,4577,22885,0
ITEM101906,ORD100532,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM101907,ORD100532,RBX-COM-1014,Vision System Pro,2,2111,4222,0
ITEM101908,ORD100532,RBX-COM-1015,End-Effector Kit,4,3144,12576,0
ITEM101909,ORD100532,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM101910,ORD100533,RBX-COM-1015,End-Effector Kit,1,3144,3144,0
ITEM101911,ORD100533,RBX-SOF-1019,Simulation & Programming Tool,4,1719,6876,0
ITEM101912,ORD100534,RBX-COM-1016,Safety Scanner System,4,2494,9976,0
ITEM101913,ORD100535,RBX-COM-1012,6-Axis Force Sensor,1,4577,4577,0
ITEM101914,ORD100535,RBX-SOF-1018,Fleet Management Platform,3,1872,5616,0
ITEM101915,ORD100535,RBX-IND-1003,Welding Robot Pro,1,29253,29253,0
ITEM101916,ORD100536,RBX-COM-1014,Vision System Pro,3,2111,6333,0
ITEM101917,ORD100536,RBX-COL-1007,CoBot Dual-Arm System,1,23932,23932,0
ITEM101918,ORD100536,RBX-COM-1013,High-Precision Gripper,1,2687,2687,0
ITEM101919,ORD100536,RBX-COM-1015,End-Effector Kit,1,3144,3144,0
ITEM101920,ORD100536,RBX-COM-1016,Safety Scanner System,1,2494,2494,0
ITEM101921,ORD100536,RBX-MOB-1009,SmartCart AMR-1000,1,18747,18747,0
ITEM101922,ORD100536,RBX-MOB-1010,PalletMover Robot,1,28747,28747,0
ITEM101923,ORD100537,RBX-IND-1003,Welding Robot Pro,1,29253,29253,0
ITEM101924,ORD100537,RBX-COM-1016,Safety Scanner System,2,2494,4988,0
ITEM101925,ORD100538,RBX-COL-1004,CoBot Assistant 5kg,1,32449,32449,0
ITEM101926,ORD100538,RBX-IND-1000,PrecisionArm 6-Axis,1,37787,37787,0
ITEM101927,ORD100538,RBX-IND-1001,HeavyDuty Articulated Robot,1,48154,48154,0
ITEM101928,ORD100538,RBX-COL-1006,CoBot Mobile Platform,1,20074,20074,0
ITEM101929,ORD100538,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM101930,ORD100539,RBX-COL-1005,CoBot Precision 10kg,1,25173,25173,0
ITEM101931,ORD100539,RBX-MOB-1008,AutoNav AGV-500,1,16922,16922,0
ITEM101932,ORD100539,RBX-COM-1015,End-Effector Kit,3,3144,9432,0
