expense_id,month,department,category,budget_amount,actual_amount,variance,variance_pct,status,notes
EXP-002157,2024-10,Customer Service,R&D Materials,4581.24,4413.37,-167.87,-3.66,Approved,
EXP-002158,2024-10,Customer Service,Facility Maintenance,2965.72,2880.27,-85.45,-2.88,Approved,
EXP-002159,2024-10,Customer Service,Depreciation,1739.56,1816.32,76.76,4.41,Approved,
EXP-002160,2024-10,Finance,Salaries & Wages,82339.71,76171.16,-6168.55,-7.49,Approved,
EXP-002161,2024-10,Finance,Benefits,19640.11,17438.69,-2201.42,-11.21,Approved,Variance exceeds threshold
EXP-002162,2024-10,Finance,Office Rent,1818.06,1874.29,56.23,3.09,Approved,
EXP-002163,2024-10,Finance,Utilities,5277.39,4595.46,-681.92,-12.92,Approved,Variance exceeds threshold
EXP-002164,2024-10,Finance,Marketing & Advertising,5017.02,4803.99,-213.03,-4.25,Approved,
EXP-002165,2024-10,Finance,Travel & Entertainment,4048.81,3701.38,-347.43,-8.58,Approved,
EXP-002166,2024-10,Finance,Software & Licenses,1661.47,1515.05,-146.42,-8.81,Approved,
EXP-002167,2024-10,Finance,Equipment & Maintenance,3085.15,3326.71,241.56,7.83,Approved,
EXP-002168,2024-10,Finance,Professional Services,6674.64,6149.54,-525.1,-7.87,Approved,
EXP-002169,2024-10,Finance,Insurance,3880.84,3819.84,-61.0,-1.57,Approved,
EXP-002170,2024-10,Finance,Supplies,3414.94,3287.31,-127.63,-3.74,Approved,
EXP-002171,2024-10,Finance,Shipping & Freight,6617.18,7596.85,979.67,14.8,Requires Review,Variance exceeds threshold
EXP-002172,2024-10,Finance,Telecommunications,4559.84,4994.2,434.37,9.53,Approved,
EXP-002173,2024-10,Finance,Training,1828.94,2028.92,199.98,10.93,Requires Review,Variance exceeds threshold
EXP-002174,2024-10,Finance,R&D Materials,6349.63,6696.15,346.52,5.46,Approved,
EXP-002175,2024-10,Finance,Facility Maintenance,5808.92,5169.01,-639.91,-11.02,Approved,Variance exceeds threshold
EXP-002176,2024-10,Finance,Depreciation,1964.01,1910.06,-53.94,-2.75,Approved,
EXP-002177,2024-10,IT & Systems,Salaries & Wages,55478.25,52965.89,-2512.36,-4.53,Approved,
EXP-002178,2024-10,IT & Systems,Benefits,15726.2,15032.03,-694.17,-4.41,Approved,
EXP-002179,2024-10,IT & Systems,Office Rent,4196.12,4133.78,-62.34,-1.49,Approved,
EXP-002180,2024-10,IT & Systems,Utilities,4163.05,4078.72,-84.34,-2.03,Approved,
EXP-002181,2024-10,IT & Systems,Marketing & Advertising,2337.24,2144.29,-192.95,-8.26,Approved,
EXP-002182,2024-10,IT & Systems,Travel & Entertainment,1391.48,1415.23,23.75,1.71,Approved,
EXP-002183,2024-10,IT & Systems,Software & Licenses,3561.73,3119.09,-442.64,-12.43,Approved,Variance exceeds threshold
EXP-002184,2024-10,IT & Systems,Equipment & Maintenance,4155.13,4198.11,42.98,1.03,Approved,
EXP-002185,2024-10,IT & Systems,Professional Services,2129.85,2152.8,22.96,1.08,Approved,
EXP-002186,2024-10,IT & Systems,Insurance,3943.53,3707.9,-235.63,-5.97,Approved,
EXP-002187,2024-10,IT & Systems,Supplies,4738.44,5143.03,404.59,8.54,Approved,
EXP-002188,2024-10,IT & Systems,Shipping & Freight,4583.18,5078.2,495.02,10.8,Requires Review,Variance exceeds threshold
EXP-002189,2024-10,IT & Systems,Telecommunications,3040.54,3458.0,417.46,13.73,Requires Review,Variance exceeds threshold
EXP-002190,2024-10,IT & Systems,Training,3040.97,2725.07,-315.9,-10.39,Approved,Variance exceeds threshold
EXP-002191,2024-10,IT & Systems,R&D Materials,1128.14,1061.0,-67.14,-5.95,Approved,
EXP-002192,2024-10,IT & Systems,Facility Maintenance,2519.01,2726.91,207.91,8.25,Approved,
EXP-002193,2024-10,IT & Systems,Depreciation,2368.76,2265.72,-103.04,-4.35,Approved,
EXP-002194,2024-10,Legal & Compliance,Salaries & Wages,64985.28,71156.64,6171.37,9.5,Approved,
EXP-002195,2024-10,Legal & Compliance,Benefits,15093.62,14776.0,-317.62,-2.1,Approved,
EXP-002196,2024-10,Legal & Compliance,Office Rent,3314.34,2974.83,-339.51,-10.24,Approved,Variance exceeds threshold
EXP-002197,2024-10,Legal & Compliance,Utilities,2141.57,2223.62,82.05,3.83,Approved,
EXP-002198,2024-10,Legal & Compliance,Marketing & Advertising,1980.57,2179.87,199.3,10.06,Requires Review,Variance exceeds threshold
EXP-002199,2024-10,Legal & Compliance,Travel & Entertainment,2075.22,2064.08,-11.14,-0.54,Approved,
EXP-002200,2024-10,Legal & Compliance,Software & Licenses,3563.1,3349.41,-213.69,-6.0,Approved,
EXP-002201,2024-10,Legal & Compliance,Equipment & Maintenance,2722.14,2899.64,177.5,6.52,Approved,
EXP-002202,2024-10,Legal & Compliance,Professional Services,3944.85,4092.43,147.58,3.74,Approved,
EXP-002203,2024-10,Legal & Compliance,Insurance,3325.42,3076.79,-248.63,-7.48,Approved,
EXP-002204,2024-10,Legal & Compliance,Supplies,4335.88,3946.41,-389.48,-8.98,Approved,
EXP-002205,2024-10,Legal & Compliance,Shipping & Freight,1369.67,1417.66,48.0,3.5,Approved,
EXP-002206,2024-10,Legal & Compliance,Telecommunications,3023.61,3320.71,297.1,9.83,Approved,
EXP-002207,2024-10,Legal & Compliance,Training,4069.55,3917.71,-151.84,-3.73,Approved,
EXP-002208,2024-10,Legal & Compliance,R&D Materials,4702.67,5184.03,481.36,10.24,Requires Review,Variance exceeds threshold
EXP-002209,2024-10,Legal & Compliance,Facility Maintenance,2173.17,1929.67,-243.5,-11.2,Approved,Variance exceeds threshold
EXP-002210,2024-10,Legal & Compliance,Depreciation,4512.82,4477.29,-35.53,-0.79,Approved,
EXP-002211,2024-11,Executive Leadership,Salaries & Wages,139045.01,129612.15,-9432.86,-6.78,Approved,
EXP-002212,2024-11,Executive Leadership,Benefits,30504.19,33678.36,3174.17,10.41,Requires Review,Variance exceeds threshold
EXP-002213,2024-11,Executive Leadership,Office Rent,9733.23,8765.47,-967.76,-9.94,Approved,
EXP-002214,2024-11,Executive Leadership,Utilities,4774.29,5049.59,275.3,5.77,Approved,
EXP-002215,2024-11,Executive Leadership,Marketing & Advertising,3843.88,3945.22,101.34,2.64,Approved,
EXP-002216,2024-11,Executive Leadership,Travel & Entertainment,17323.89,18856.78,1532.89,8.85,Approved,
EXP-002217,2024-11,Executive Leadership,Software & Licenses,2301.68,2161.12,-140.56,-6.11,Approved,
EXP-002218,2024-11,Executive Leadership,Equipment & Maintenance,5220.28,5720.55,500.27,9.58,Approved,
EXP-002219,2024-11,Executive Leadership,Professional Services,10985.8,12207.31,1221.51,11.12,Requires Review,Variance exceeds threshold
EXP-002220,2024-11,Executive Leadership,Insurance,10773.65,9696.92,-1076.73,-9.99,Approved,
EXP-002221,2024-11,Executive Leadership,Supplies,4872.13,4304.81,-567.32,-11.64,Approved,Variance exceeds threshold
EXP-002222,2024-11,Executive Leadership,Shipping & Freight,5783.77,5372.31,-411.46,-7.11,Approved,
EXP-002223,2024-11,Executive Leadership,Telecommunications,5073.38,5455.68,382.3,7.54,Approved,
EXP-002224,2024-11,Executive Leadership,Training,3047.92,3030.07,-17.85,-0.59,Approved,
EXP-002225,2024-11,Executive Leadership,R&D Materials,5611.93,6366.08,754.15,13.44,Requires Review,Variance exceeds threshold
EXP-002226,2024-11,Executive Leadership,Facility Maintenance,5786.04,6297.71,511.67,8.84,Approved,
EXP-002227,2024-11,Executive Leadership,Depreciation,10905.87,10533.08,-372.78,-3.42,Approved,
EXP-002228,2024-11,Human Resources,Salaries & Wages,52271.52,57971.09,5699.57,10.9,Requires Review,Variance exceeds threshold
EXP-002229,2024-11,Human Resources,Benefits,16514.54,17523.21,1008.67,6.11,Approved,
EXP-002230,2024-11,Human Resources,Office Rent,2774.3,2995.42,221.12,7.97,Approved,
EXP-002231,2024-11,Human Resources,Utilities,1374.78,1481.48,106.71,7.76,Approved,
EXP-002232,2024-11,Human Resources,Marketing & Advertising,2775.88,2419.83,-356.06,-12.83,Approved,Variance exceeds threshold
EXP-002233,2024-11,Human Resources,Travel & Entertainment,998.1,1042.7,44.6,4.47,Approved,
EXP-002234,2024-11,Human Resources,Software & Licenses,4377.55,4894.65,517.09,11.81,Requires Review,Variance exceeds threshold
EXP-002235,2024-11,Human Resources,Equipment & Maintenance,1439.36,1596.3,156.94,10.9,Requires Review,Variance exceeds threshold
EXP-002236,2024-11,Human Resources,Professional Services,2618.1,2333.4,-284.7,-10.87,Approved,Variance exceeds threshold
EXP-002237,2024-11,Human Resources,Insurance,3876.54,3305.95,-570.59,-14.72,Approved,Variance exceeds threshold
EXP-002238,2024-11,Human Resources,Supplies,4251.53,3630.47,-621.06,-14.61,Approved,Variance exceeds threshold
EXP-002239,2024-11,Human Resources,Shipping & Freight,4010.12,4339.28,329.16,8.21,Approved,
EXP-002240,2024-11,Human Resources,Telecommunications,4537.83,3966.72,-571.11,-12.59,Approved,Variance exceeds threshold
EXP-002241,2024-11,Human Resources,Training,3781.3,3773.83,-7.47,-0.2,Approved,
EXP-002242,2024-11,Human Resources,R&D Materials,1675.09,1596.78,-78.32,-4.68,Approved,
EXP-002243,2024-11,Human Resources,Facility Maintenance,2564.77,2277.59,-287.18,-11.2,Approved,Variance exceeds threshold
EXP-002244,2024-11,Human Resources,Depreciation,3138.35,2948.66,-189.7,-6.04,Approved,
EXP-002245,2024-11,Sales & Marketing,Salaries & Wages,184289.9,164418.96,-19870.94,-10.78,Approved,Variance exceeds threshold
EXP-002246,2024-11,Sales & Marketing,Benefits,57204.52,49695.29,-7509.24,-13.13,Approved,Variance exceeds threshold
EXP-002247,2024-11,Sales & Marketing,Office Rent,9702.14,9813.46,111.32,1.15,Approved,
EXP-002248,2024-11,Sales & Marketing,Utilities,3969.34,3999.66,30.33,0.76,Approved,
EXP-002249,2024-11,Sales & Marketing,Marketing & Advertising,58849.29,65749.89,6900.6,11.73,Requires Review,Variance exceeds threshold
EXP-002250,2024-11,Sales & Marketing,Travel & Entertainment,25587.31,23112.0,-2475.31,-9.67,Approved,
EXP-002251,2024-11,Sales & Marketing,Software & Licenses,12911.42,14680.27,1768.85,13.7,Requires Review,Variance exceeds threshold
EXP-002252,2024-11,Sales & Marketing,Equipment & Maintenance,6296.18,5827.04,-469.14,-7.45,Approved,
EXP-002253,2024-11,Sales & Marketing,Professional Services,15192.34,15033.22,-159.12,-1.05,Approved,
EXP-002254,2024-11,Sales & Marketing,Insurance,13644.02,15468.57,1824.55,13.37,Requires Review,Variance exceeds threshold
EXP-002255,2024-11,Sales & Marketing,Supplies,8630.63,8594.62,-36.01,-0.42,Approved,
EXP-002256,2024-11,Sales & Marketing,Shipping & Freight,6690.53,7692.39,1001.86,14.97,Requires Review,Variance exceeds threshold
EXP-002257,2024-11,Sales & Marketing,Telecommunications,9266.56,10091.46,824.9,8.9,Approved,
EXP-002258,2024-11,Sales & Marketing,Training,14472.46,16086.99,1614.54,11.16,Requires Review,Variance exceeds threshold
EXP-002259,2024-11,Sales & Marketing,R&D Materials,13500.81,14428.13,927.32,6.87,Approved,
EXP-002260,2024-11,Sales & Marketing,Facility Maintenance,12815.72,11663.19,-1152.53,-8.99,Approved,
EXP-002261,2024-11,Sales & Marketing,Depreciation,12766.62,14324.66,1558.04,12.2,Requires Review,Variance exceeds threshold
EXP-002262,2024-11,Product Development,Salaries & Wages,261248.03,295551.08,34303.05,13.13,Requires Review,Variance exceeds threshold
EXP-002263,2024-11,Product Development,Benefits,72477.63,82902.79,10425.16,14.38,Requires Review,Variance exceeds threshold
EXP-002264,2024-11,Product Development,Office Rent,22448.53,22583.58,135.06,0.6,Approved,
EXP-002265,2024-11,Product Development,Utilities,22353.61,22436.6,82.98,0.37,Approved,
EXP-002266,2024-11,Product Development,Marketing & Advertising,21528.61,19950.38,-1578.23,-7.33,Approved,
EXP-002267,2024-11,Product Development,Travel & Entertainment,15323.35,15964.66,641.31,4.19,Approved,
EXP-002268,2024-11,Product Development,Software & Licenses,15501.36,17339.87,1838.51,11.86,Requires Review,Variance exceeds threshold
EXP-002269,2024-11,Product Development,Equipment & Maintenance,17188.2,15129.54,-2058.66,-11.98,Approved,Variance exceeds threshold
EXP-002270,2024-11,Product Development,Professional Services,14025.15,14096.41,71.27,0.51,Approved,
EXP-002271,2024-11,Product Development,Insurance,13131.5,14300.01,1168.51,8.9,Approved,
EXP-002272,2024-11,Product Development,Supplies,13537.28,15205.32,1668.04,12.32,Requires Review,Variance exceeds threshold
EXP-002273,2024-11,Product Development,Shipping & Freight,5330.62,5912.94,582.32,10.92,Requires Review,Variance exceeds threshold
EXP-002274,2024-11,Product Development,Telecommunications,9207.68,7962.79,-1244.89,-13.52,Approved,Variance exceeds threshold
EXP-002275,2024-11,Product Development,Training,14660.39,14932.75,272.36,1.86,Approved,
EXP-002276,2024-11,Product Development,R&D Materials,49522.23,47919.3,-1602.93,-3.24,Approved,
EXP-002277,2024-11,Product Development,Facility Maintenance,9689.74,9757.28,67.55,0.7,Approved,
EXP-002278,2024-11,Product Development,Depreciation,18525.27,19504.04,978.77,5.28,Approved,
EXP-002279,2024-11,Manufacturing,Salaries & Wages,222089.11,215673.8,-6415.3,-2.89,Approved,
EXP-002280,2024-11,Manufacturing,Benefits,57470.3,54375.58,-3094.72,-5.38,Approved,
EXP-002281,2024-11,Manufacturing,Office Rent,16959.11,14750.69,-2208.42,-13.02,Approved,Variance exceeds threshold
EXP-002282,2024-11,Manufacturing,Utilities,13174.68,13822.42,647.74,4.92,Approved,
EXP-002283,2024-11,Manufacturing,Marketing & Advertising,6433.7,7379.67,945.96,14.7,Requires Review,Variance exceeds threshold
EXP-002284,2024-11,Manufacturing,Travel & Entertainment,18831.19,17079.97,-1751.22,-9.3,Approved,
EXP-002285,2024-11,Manufacturing,Software & Licenses,7117.25,7777.43,660.17,9.28,Approved,
EXP-002286,2024-11,Manufacturing,Equipment & Maintenance,17576.03,15764.88,-1811.15,-10.3,Approved,Variance exceeds threshold
EXP-002287,2024-11,Manufacturing,Professional Services,12589.8,10875.62,-1714.18,-13.62,Approved,Variance exceeds threshold
EXP-002288,2024-11,Manufacturing,Insurance,4552.0,4804.61,252.6,5.55,Approved,
EXP-002289,2024-11,Manufacturing,Supplies,6264.6,6550.7,286.1,4.57,Approved,
EXP-002290,2024-11,Manufacturing,Shipping & Freight,12779.23,11944.9,-834.33,-6.53,Approved,
EXP-002291,2024-11,Manufacturing,Telecommunications,3840.82,4109.82,269.0,7.0,Approved,
EXP-002292,2024-11,Manufacturing,Training,10572.62,9083.57,-1489.05,-14.08,Approved,Variance exceeds threshold
EXP-002293,2024-11,Manufacturing,R&D Materials,7457.01,7720.25,263.24,3.53,Approved,
EXP-002294,2024-11,Manufacturing,Facility Maintenance,9777.31,10263.96,486.66,4.98,Approved,
EXP-002295,2024-11,Manufacturing,Depreciation,8975.77,10267.98,1292.21,14.4,Requires Review,Variance exceeds threshold
EXP-002296,2024-11,Quality Assurance,Salaries & Wages,72963.51,78751.93,5788.42,7.93,Approved,
EXP-002297,2024-11,Quality Assurance,Benefits,19022.56,19388.76,366.2,1.93,Approved,
EXP-002298,2024-11,Quality Assurance,Office Rent,3573.66,3964.18,390.52,10.93,Requires Review,Variance exceeds threshold
EXP-002299,2024-11,Quality Assurance,Utilities,5711.7,5898.44,186.74,3.27,Approved,
EXP-002300,2024-11,Quality Assurance,Marketing & Advertising,5413.11,4688.51,-724.6,-13.39,Approved,Variance exceeds threshold
EXP-002301,2024-11,Quality Assurance,Travel & Entertainment,2514.52,2505.1,-9.43,-0.37,Approved,
EXP-002302,2024-11,Quality Assurance,Software & Licenses,2714.08,2790.21,76.12,2.8,Approved,
EXP-002303,2024-11,Quality Assurance,Equipment & Maintenance,3579.22,3652.45,73.23,2.05,Approved,
EXP-002304,2024-11,Quality Assurance,Professional Services,5571.39,5325.43,-245.96,-4.41,Approved,
EXP-002305,2024-11,Quality Assurance,Insurance,5815.32,5533.11,-282.2,-4.85,Approved,
EXP-002306,2024-11,Quality Assurance,Supplies,5251.9,5096.64,-155.26,-2.96,Approved,
EXP-002307,2024-11,Quality Assurance,Shipping & Freight,4423.03,4632.85,209.82,4.74,Approved,
EXP-002308,2024-11,Quality Assurance,Telecommunications,3462.97,3027.12,-435.84,-12.59,Approved,Variance exceeds threshold
EXP-002309,2024-11,Quality Assurance,Training,1393.97,1602.93,208.96,14.99,Requires Review,Variance exceeds threshold
EXP-002310,2024-11,Quality Assurance,R&D Materials,5997.18,5153.43,-843.76,-14.07,Approved,Variance exceeds threshold
EXP-002311,2024-11,Quality Assurance,Facility Maintenance,5455.0,5024.94,-430.06,-7.88,Approved,
EXP-002312,2024-11,Quality Assurance,Depreciation,2349.11,2281.36,-67.75,-2.88,Approved,
EXP-002313,2024-11,Customer Service,Salaries & Wages,64170.75,57229.28,-6941.47,-10.82,Approved,Variance exceeds threshold
EXP-002314,2024-11,Customer Service,Benefits,19166.18,21825.2,2659.02,13.87,Requires Review,Variance exceeds threshold
EXP-002315,2024-11,Customer Service,Office Rent,3840.34,4020.28,179.94,4.69,Approved,
EXP-002316,2024-11,Customer Service,Utilities,3129.56,3567.19,437.62,13.98,Requires Review,Variance exceeds threshold
EXP-002317,2024-11,Customer Service,Marketing & Advertising,1968.15,1996.37,28.22,1.43,Approved,
EXP-002318,2024-11,Customer Service,Travel & Entertainment,2082.6,1790.38,-292.22,-14.03,Approved,Variance exceeds threshold
EXP-002319,2024-11,Customer Service,Software & Licenses,4675.6,4651.36,-24.24,-0.52,Approved,
EXP-002320,2024-11,Customer Service,Equipment & Maintenance,4634.18,4987.64,353.46,7.63,Approved,
EXP-002321,2024-11,Customer Service,Professional Services,3435.2,3932.03,496.83,14.46,Requires Review,Variance exceeds threshold
EXP-002322,2024-11,Customer Service,Insurance,2090.04,2078.2,-11.84,-0.57,Approved,
EXP-002323,2024-11,Customer Service,Supplies,5047.29,4951.81,-95.48,-1.89,Approved,
EXP-002324,2024-11,Customer Service,Shipping & Freight,2894.51,2960.84,66.34,2.29,Approved,
EXP-002325,2024-11,Customer Service,Telecommunications,4435.6,4873.17,437.57,9.86,Approved,
EXP-002326,2024-11,Customer Service,Training,4838.77,4338.73,-500.04,-10.33,Approved,Variance exceeds threshold
EXP-002327,2024-11,Customer Service,R&D Materials,3482.44,3901.53,419.09,12.03,Requires Review,Variance exceeds threshold
EXP-002328,2024-11,Customer Service,Facility Maintenance,4241.63,4334.84,93.21,2.2,Approved,
EXP-002329,2024-11,Customer Service,Depreciation,5193.61,5767.99,574.39,11.06,Requires Review,Variance exceeds threshold
EXP-002330,2024-11,Finance,Salaries & Wages,83241.11,84159.67,918.56,1.1,Approved,
EXP-002331,2024-11,Finance,Benefits,16940.14,17901.8,961.65,5.68,Approved,
EXP-002332,2024-11,Finance,Office Rent,4798.83,5246.01,447.18,9.32,Approved,
EXP-002333,2024-11,Finance,Utilities,5768.55,6031.55,263.0,4.56,Approved,
EXP-002334,2024-11,Finance,Marketing & Advertising,1548.74,1749.7,200.96,12.98,Requires Review,Variance exceeds threshold
EXP-002335,2024-11,Finance,Travel & Entertainment,6968.41,6929.65,-38.76,-0.56,Approved,
EXP-002336,2024-11,Finance,Software & Licenses,5668.23,5128.61,-539.62,-9.52,Approved,
EXP-002337,2024-11,Finance,Equipment & Maintenance,2783.89,3073.98,290.1,10.42,Requires Review,Variance exceeds threshold
EXP-002338,2024-11,Finance,Professional Services,3750.84,3709.15,-41.69,-1.11,Approved,
EXP-002339,2024-11,Finance,Insurance,1605.64,1527.78,-77.85,-4.85,Approved,
EXP-002340,2024-11,Finance,Supplies,1570.14,1609.95,39.81,2.54,Approved,
EXP-002341,2024-11,Finance,Shipping & Freight,6321.65,5993.47,-328.19,-5.19,Approved,
EXP-002342,2024-11,Finance,Telecommunications,5587.57,6238.32,650.75,11.65,Requires Review,Variance exceeds threshold
EXP-002343,2024-11,Finance,Training,2576.5,2745.81,169.32,6.57,Approved,
EXP-002344,2024-11,Finance,R&D Materials,5310.78,4648.55,-662.22,-12.47,Approved,Variance exceeds threshold
EXP-002345,2024-11,Finance,Facility Maintenance,4878.62,5325.66,447.03,9.16,Approved,
EXP-002346,2024-11,Finance,Depreciation,4182.09,3810.43,-371.66,-8.89,Approved,
EXP-002347,2024-11,IT & Systems,Salaries & Wages,57696.48,56848.47,-848.01,-1.47,Approved,
EXP-002348,2024-11,IT & Systems,Benefits,15415.06,17296.95,1881.9,12.21,Requires Review,Variance exceeds threshold
EXP-002349,2024-11,IT & Systems,Office Rent,2759.0,2423.39,-335.61,-12.16,Approved,Variance exceeds threshold
EXP-002350,2024-11,IT & Systems,Utilities,1808.51,1939.33,130.82,7.23,Approved,
EXP-002351,2024-11,IT & Systems,Marketing & Advertising,1657.83,1640.72,-17.11,-1.03,Approved,
EXP-002352,2024-11,IT & Systems,Travel & Entertainment,2947.76,2912.13,-35.63,-1.21,Approved,
EXP-002353,2024-11,IT & Systems,Software & Licenses,4239.2,4135.46,-103.74,-2.45,Approved,
EXP-002354,2024-11,IT & Systems,Equipment & Maintenance,2326.71,2570.42,243.71,10.47,Requires Review,Variance exceeds threshold
EXP-002355,2024-11,IT & Systems,Professional Services,2411.82,2290.46,-121.36,-5.03,Approved,
EXP-002356,2024-11,IT & Systems,Insurance,2525.97,2247.06,-278.9,-11.04,Approved,Variance exceeds threshold
EXP-002357,2024-11,IT & Systems,Supplies,3881.33,3419.81,-461.52,-11.89,Approved,Variance exceeds threshold
EXP-002358,2024-11,IT & Systems,Shipping & Freight,1968.93,1863.14,-105.79,-5.37,Approved,
EXP-002359,2024-11,IT & Systems,Telecommunications,3907.27,4319.33,412.07,10.55,Requires Review,Variance exceeds threshold
EXP-002360,2024-11,IT & Systems,Training,3972.74,4459.79,487.04,12.26,Requires Review,Variance exceeds threshold
EXP-002361,2024-11,IT & Systems,R&D Materials,4947.04,4712.73,-234.31,-4.74,Approved,
EXP-002362,2024-11,IT & Systems,Facility Maintenance,3323.03,2956.85,-366.18,-11.02,Approved,Variance exceeds threshold
EXP-002363,2024-11,IT & Systems,Depreciation,3276.37,3417.93,141.57,4.32,Approved,
EXP-002364,2024-11,Legal & Compliance,Salaries & Wages,64152.82,64261.27,108.44,0.17,Approved,
EXP-002365,2024-11,Legal & Compliance,Benefits,14569.9,14148.68,-421.23,-2.89,Approved,
EXP-002366,2024-11,Legal & Compliance,Office Rent,4236.3,3984.25,-252.04,-5.95,Approved,
EXP-002367,2024-11,Legal & Compliance,Utilities,1907.55,2045.55,138.0,7.23,Approved,
EXP-002368,2024-11,Legal & Compliance,Marketing & Advertising,2378.69,2236.13,-142.56,-5.99,Approved,
EXP-002369,2024-11,Legal & Compliance,Travel & Entertainment,3650.94,3365.98,-284.96,-7.81,Approved,
EXP-002370,2024-11,Legal & Compliance,Software & Licenses,4051.04,4556.15,505.11,12.47,Requires Review,Variance exceeds threshold
EXP-002371,2024-11,Legal & Compliance,Equipment & Maintenance,3404.97,3478.55,73.57,2.16,Approved,
EXP-002372,2024-11,Legal & Compliance,Professional Services,2662.99,2717.61,54.63,2.05,Approved,
EXP-002373,2024-11,Legal & Compliance,Insurance,2344.37,2092.2,-252.17,-10.76,Approved,Variance exceeds threshold
EXP-002374,2024-11,Legal & Compliance,Supplies,1807.22,1725.37,-81.85,-4.53,Approved,
EXP-002375,2024-11,Legal & Compliance,Shipping & Freight,2236.36,2016.69,-219.67,-9.82,Approved,
EXP-002376,2024-11,Legal & Compliance,Telecommunications,3118.07,3192.71,74.64,2.39,Approved,
EXP-002377,2024-11,Legal & Compliance,Training,2972.92,2985.12,12.21,0.41,Approved,
EXP-002378,2024-11,Legal & Compliance,R&D Materials,2131.94,1851.23,-280.71,-13.17,Approved,Variance exceeds threshold
EXP-002379,2024-11,Legal & Compliance,Facility Maintenance,4294.23,4048.32,-245.91,-5.73,Approved,
EXP-002380,2024-11,Legal & Compliance,Depreciation,1085.25,1205.96,120.71,11.12,Requires Review,Variance exceeds threshold
EXP-002381,2024-12,Executive Leadership,Salaries & Wages,131955.61,126001.97,-5953.64,-4.51,Approved,
EXP-002382,2024-12,Executive Leadership,Benefits,29688.28,29632.92,-55.36,-0.19,Approved,
EXP-002383,2024-12,Executive Leadership,Office Rent,2840.66,2767.31,-73.35,-2.58,Approved,
EXP-002384,2024-12,Executive Leadership,Utilities,4581.6,4312.73,-268.87,-5.87,Approved,
EXP-002385,2024-12,Executive Leadership,Marketing & Advertising,6441.22,5683.48,-757.74,-11.76,Approved,Variance exceeds threshold
EXP-002386,2024-12,Executive Leadership,Travel & Entertainment,11170.3,11994.85,824.55,7.38,Approved,
EXP-002387,2024-12,Executive Leadership,Software & Licenses,9433.43,9661.22,227.8,2.41,Approved,
EXP-002388,2024-12,Executive Leadership,Equipment & Maintenance,8859.94,8348.24,-511.71,-5.78,Approved,
EXP-002389,2024-12,Executive Leadership,Professional Services,3532.1,3358.2,-173.89,-4.92,Approved,
EXP-002390,2024-12,Executive Leadership,Insurance,3380.18,2960.72,-419.46,-12.41,Approved,Variance exceeds threshold
EXP-002391,2024-12,Executive Leadership,Supplies,10206.12,11379.18,1173.06,11.49,Requires Review,Variance exceeds threshold
EXP-002392,2024-12,Executive Leadership,Shipping & Freight,6652.68,7486.88,834.2,12.54,Requires Review,Variance exceeds threshold
EXP-002393,2024-12,Executive Leadership,Telecommunications,10843.53,11801.97,958.43,8.84,Approved,
EXP-002394,2024-12,Executive Leadership,Training,6027.9,6395.98,368.08,6.11,Approved,
EXP-002395,2024-12,Executive Leadership,R&D Materials,8586.96,9276.42,689.46,8.03,Approved,
EXP-002396,2024-12,Executive Leadership,Facility Maintenance,3191.58,3403.14,211.56,6.63,Approved,
EXP-002397,2024-12,Executive Leadership,Depreciation,4780.67,5189.54,408.87,8.55,Approved,
EXP-002398,2024-12,Human Resources,Salaries & Wages,56936.73,48491.98,-8444.75,-14.83,Approved,Variance exceeds threshold
EXP-002399,2024-12,Human Resources,Benefits,12687.05,12053.04,-634.02,-5.0,Approved,
EXP-002400,2024-12,Human Resources,Office Rent,3393.68,3601.1,207.42,6.11,Approved,
EXP-002401,2024-12,Human Resources,Utilities,1650.29,1588.19,-62.1,-3.76,Approved,
EXP-002402,2024-12,Human Resources,Marketing & Advertising,2589.35,2679.81,90.46,3.49,Approved,
EXP-002403,2024-12,Human Resources,Travel & Entertainment,1769.09,1921.87,152.78,8.64,Approved,
EXP-002404,2024-12,Human Resources,Software & Licenses,1614.27,1678.59,64.32,3.98,Approved,
EXP-002405,2024-12,Human Resources,Equipment & Maintenance,1085.81,935.2,-150.61,-13.87,Approved,Variance exceeds threshold
EXP-002406,2024-12,Human Resources,Professional Services,4292.93,3961.69,-331.25,-7.72,Approved,
EXP-002407,2024-12,Human Resources,Insurance,3450.86,3965.3,514.44,14.91,Requires Review,Variance exceeds threshold
EXP-002408,2024-12,Human Resources,Supplies,4670.72,4310.54,-360.18,-7.71,Approved,
EXP-002409,2024-12,Human Resources,Shipping & Freight,3436.21,3641.45,205.24,5.97,Approved,
EXP-002410,2024-12,Human Resources,Telecommunications,1937.68,1858.04,-79.64,-4.11,Approved,
EXP-002411,2024-12,Human Resources,Training,3369.88,3033.86,-336.03,-9.97,Approved,
EXP-002412,2024-12,Human Resources,R&D Materials,4291.67,4377.71,86.04,2.0,Approved,
EXP-002413,2024-12,Human Resources,Facility Maintenance,1404.71,1465.1,60.39,4.3,Approved,
EXP-002414,2024-12,Human Resources,Depreciation,3719.79,4090.05,370.26,9.95,Approved,
EXP-002415,2024-12,Sales & Marketing,Salaries & Wages,181649.17,194249.39,12600.22,6.94,Approved,
