bug_id,product_name,title,description,category,priority,severity,status,created_date,resolved_date,days_to_fix,assigned_to,reported_by,reproducible,version_affected,fix_version
BUG-000217,Fleet Management Platform,Documentation - Defect #217,"Bug Report: Inconsistent Sensor Data Logging in Predictive Maintenance Dashboard

Description:
The maintenance history graph in the dashboard occasionally displays gaps in sensor data collection for the robotic arm temperature readings. When monitori",Documentation,Medium,Critical,Fixed,2025-01-06,2025-02-19,44,Marcus Johnson,Customer,Sometimes,5.2.20,3.3.16
BUG-000218,Vision System Pro,Feature Malfunction - Error #218,"Bug Report: RobotOS Control Suite v2.4.3
Issue: Robotic Arm Position Drift During Repeated Pick-and-Place Operations

Description:
During extended production runs, the robotic arm experiences gradual position drift when performing repetitive pick-and",Feature Malfunction,High,Critical,Wont Fix,2025-02-14,,,Nicole Sanders,Support,Sometimes,2.3.12,
BUG-000219,Predictive Maintenance AI,Feature Malfunction - Issue #219,"Bug Report: Vision System Pro - Object Detection Calibration Drift

Description:
The Vision System Pro's object detection accuracy deteriorates significantly after approximately 4 hours of continuous operation. Initial calibration shows 99.8% accurac",Feature Malfunction,Medium,Trivial,Fixed,2025-09-04,2025-10-21,47,Rachel Green,QA,Sometimes,5.0.12,4.8.7
BUG-000220,Predictive Maintenance AI,Integration - Issue #220,Integration issue in RobotOS Control Suite,Integration,Medium,Minor,Open,2024-02-03,,,Rachel Green,Support,Yes,4.8.14,
BUG-000221,Predictive Maintenance AI,Documentation - Defect #221,Documentation issue in Simulation Tool,Documentation,High,Major,Closed,2024-10-08,2024-10-22,14,Nicole Sanders,QA,No,5.0.3,2.10.1
BUG-000222,Vision System Pro,Documentation - Problem #222,Documentation issue in Vision System Pro,Documentation,Medium,Major,Closed,2024-04-20,2024-04-27,7,Marcus Johnson,QA,Sometimes,4.3.19,1.8.6
BUG-000223,Vision System Pro,Security - Problem #223,Security issue in Vision System Pro,Security,High,Critical,Fixed,2023-12-21,2024-01-01,11,Marcus Johnson,Engineering,Yes,5.15.10,5.11.18
BUG-000224,Fleet Management Platform,UI/UX Issue - Error #224,UI/UX Issue issue in Predictive Maintenance AI,UI/UX Issue,Low,Trivial,In Progress,2024-03-24,,,Marcus Johnson,Customer,No,5.10.17,
BUG-000225,Vision System Pro,Crash/Stability - Issue #225,Crash/Stability issue in Predictive Maintenance AI,Crash/Stability,High,Critical,Open,2024-04-23,,,Emily Thompson,Support,Yes,3.2.8,
BUG-000226,Simulation Tool,Performance - Error #226,"Bug Report: Vision System Pro - Image Processing Delay

Description:
When processing multiple objects (8+ items) simultaneously in the inspection queue, Vision System Pro exhibits significant latency between image capture and analysis results. The de",Performance,Medium,Major,In Progress,2023-11-16,,,Emily Thompson,Support,No,3.1.8,
BUG-000227,Predictive Maintenance AI,Security - Problem #227,Security issue in Predictive Maintenance AI,Security,Low,Trivial,Closed,2024-05-17,2024-07-14,58,Nicole Sanders,Customer,Yes,1.13.18,1.4.18
BUG-000228,Fleet Management Platform,Documentation - Issue #228,Documentation issue in Predictive Maintenance AI,Documentation,Medium,Critical,Closed,2025-08-29,2025-09-16,18,Marcus Johnson,Customer,Sometimes,5.8.17,2.10.16
BUG-000229,Predictive Maintenance AI,Feature Malfunction - Problem #229,Feature Malfunction issue in Simulation Tool,Feature Malfunction,Low,Minor,Closed,2025-01-09,2025-02-25,47,Marcus Johnson,Customer,Yes,1.6.4,1.1.4
BUG-000230,Simulation Tool,Performance - Error #230,Performance issue in Predictive Maintenance AI,Performance,Low,Trivial,Closed,2025-07-15,2025-09-04,51,Nicole Sanders,Support,No,5.9.18,3.15.11
BUG-000231,Vision System Pro,Feature Malfunction - Defect #231,"Bug Report: Inconsistent Vibration Threshold Alerts

Description:
The predictive maintenance AI system is generating false positives for vibration threshold alerts on conveyor belt unit CB-231. When operating within normal parameters (15-25 Hz), the ",Feature Malfunction,Low,Minor,Fixed,2025-06-17,2025-07-30,43,Emily Thompson,Customer,Yes,5.8.2,1.8.11
BUG-000232,Simulation Tool,Crash/Stability - Error #232,Crash/Stability issue in RobotOS Control Suite,Crash/Stability,Medium,Critical,In Progress,2024-06-24,,,Nicole Sanders,Customer,Yes,1.14.18,
BUG-000233,Simulation Tool,Documentation - Problem #233,"Bug Report: Incorrect Robot Status After Network Interruption

Description:
When a network interruption occurs during robot operation, the Fleet Management Platform displays incorrect status information after connectivity is restored. The web interfa",Documentation,Medium,Trivial,In Progress,2023-12-07,,,Rachel Green,Engineering,Yes,4.11.9,
BUG-000234,Simulation Tool,UI/UX Issue - Problem #234,UI/UX Issue issue in RobotOS Control Suite,UI/UX Issue,Medium,Minor,Closed,2025-07-16,2025-07-30,14,Marcus Johnson,Engineering,Sometimes,1.6.9,2.9.7
BUG-000235,Predictive Maintenance AI,Performance - Error #235,Performance issue in Fleet Management Platform,Performance,High,Major,Fixed,2025-04-16,2025-04-23,7,Rachel Green,QA,Yes,3.4.6,2.5.13
BUG-000236,Vision System Pro,Documentation - Issue #236,Documentation issue in Vision System Pro,Documentation,Medium,Trivial,Fixed,2025-06-28,2025-07-29,31,Nicole Sanders,QA,Yes,2.2.9,2.4.2
BUG-000237,Vision System Pro,Data Integrity - Defect #237,Data Integrity issue in Fleet Management Platform,Data Integrity,Medium,Minor,Closed,2024-03-29,2024-04-18,20,Nicole Sanders,QA,Yes,4.4.4,3.6.17
BUG-000238,RobotOS Control Suite,Data Integrity - Problem #238,Data Integrity issue in RobotOS Control Suite,Data Integrity,High,Major,Closed,2025-07-20,2025-07-28,8,Rachel Green,Support,Yes,3.14.8,2.10.16
BUG-000239,RobotOS Control Suite,Data Integrity - Problem #239,Data Integrity issue in RobotOS Control Suite,Data Integrity,Low,Major,Closed,2025-05-27,2025-06-13,17,Marcus Johnson,QA,Sometimes,4.1.12,1.2.3
BUG-000240,Fleet Management Platform,Feature Malfunction - Problem #240,Feature Malfunction issue in RobotOS Control Suite,Feature Malfunction,Medium,Trivial,Closed,2025-03-28,2025-05-15,48,Nicole Sanders,Support,Yes,1.1.15,2.11.9
BUG-000241,Fleet Management Platform,Integration - Problem #241,"Bug Report: Simulation Tool Integration Error with OPC UA Server

Description:
When attempting to connect the simulation environment to an external OPC UA server, the tool intermittently fails to maintain a stable connection, resulting in data synchr",Integration,Medium,Trivial,Fixed,2025-08-05,2025-08-18,13,Emily Thompson,QA,Yes,3.0.19,1.4.12
BUG-000242,Fleet Management Platform,Performance - Defect #242,Performance issue in Simulation Tool,Performance,High,Major,Closed,2024-07-24,2024-08-03,10,Emily Thompson,Customer,No,3.10.6,2.8.10
BUG-000243,RobotOS Control Suite,Data Integrity - Defect #243,Data Integrity issue in Fleet Management Platform,Data Integrity,High,Critical,Open,2025-09-05,,,Nicole Sanders,QA,Yes,4.14.14,
BUG-000244,Vision System Pro,Performance - Problem #244,Performance issue in Simulation Tool,Performance,High,Trivial,Fixed,2025-10-14,2025-10-27,13,Emily Thompson,Customer,No,1.1.16,5.2.0
BUG-000245,Vision System Pro,Crash/Stability - Issue #245,"Bug Report: Simulation Tool Crash During Multi-Robot Path Planning

Description:
The simulation environment crashes intermittently when attempting to calculate collision-free paths for multiple robots (4+ units) in a densely populated workspace. The ",Crash/Stability,Low,Trivial,In Progress,2024-09-11,,,Marcus Johnson,Customer,Yes,3.10.17,
BUG-000246,RobotOS Control Suite,UI/UX Issue - Error #246,"Bug Report: Inconsistent Tool Tip Behavior in Simulation Workspace

Description:
When hovering over robotic arm joint controls in the simulation workspace, tool tips either fail to appear or display with a 3-4 second delay. This behavior is inconsist",UI/UX Issue,Low,Critical,Closed,2024-08-05,2024-09-21,47,Emily Thompson,Support,Sometimes,2.10.0,5.7.10
BUG-000247,Vision System Pro,Performance - Issue #247,Performance issue in Predictive Maintenance AI,Performance,High,Critical,In Progress,2023-11-27,,,Nicole Sanders,Customer,Sometimes,2.3.0,
BUG-000248,Vision System Pro,Performance - Defect #248,Performance issue in Fleet Management Platform,Performance,High,Major,Closed,2025-10-20,2025-10-26,6,Rachel Green,Customer,Sometimes,2.1.15,3.5.7
BUG-000249,Simulation Tool,Integration - Error #249,Integration issue in Fleet Management Platform,Integration,Medium,Major,Wont Fix,2023-11-09,,,Rachel Green,Customer,Yes,2.14.8,
BUG-000250,RobotOS Control Suite,Crash/Stability - Error #250,"Bug Report: Fleet Management Platform
Priority: Critical
Category: Crash/Stability

Description:
The Fleet Management Platform unexpectedly terminates when attempting to synchronize multiple robot statuses simultaneously. This occurs specifically whe",Crash/Stability,Critical,Minor,Fixed,2024-12-01,2024-12-03,2,Rachel Green,QA,Yes,5.0.5,3.3.4
